NPI,Ind_PAC_ID,Provider Last Name,Provider First Name,Provider Middle Name,suff,Procedure_Category,Count,Percentile,Profile_Display_Indicator
1114984200,4183642986,MAGALSKI,JOSEPH,J,JR.,Hernia repair (minimally invasive),15,72.0,Y
1114990215,941225320,MURPHY,RICHARD,W,JR.,Spinal fusion,79,91.0,Y
1114997913,3971713090,ROE,CHESTER,THOMAS,III,Cataract surgery,84,51.0,Y
1124001995,3678564267,GOSSELIN,LEO,J,JR.,Colonoscopy,123,58.0,Y
1124001995,3678564267,GOSSELIN,LEO,J,JR.,Hernia repair (minimally invasive),27,88.0,Y
1124010939,5294736385,ZAFFATER,NORMAN,A,JR.,Cataract surgery,448,81.0,Y
1124019583,2163315318,CICCHINO,ROBERT,E,JR.,Colonoscopy,98,52.0,Y
1124019583,2163315318,CICCHINO,ROBERT,E,JR.,Hernia repair (minimally invasive),17,76.0,Y
1124020300,2163560616,BLANDFORD,JOSEPH,M,JR.,Colonoscopy,113,56.0,Y
1124020300,2163560616,BLANDFORD,JOSEPH,M,JR.,Hernia repair – groin (open),13,83.0,Y
1124028188,1850329194,BAUMANN,RICHARD,L,JR.,Knee replacement,69,73.0,Y
1124029509,9830119007,MURFIN,MARK,A,JR.,Colonoscopy,113,56.0,Y
1124061551,6709831431,COHLMIA,GEORGE,S,JR.,Coronary artery bypass graft (CABG),14,30.0,Y
1124075718,9335198076,VANNEMAN,WILLIAM,M,JR.,Colonoscopy,72,46.0,Y
1124085980,3779589585,ULICNY,KARL,S,II,Coronary artery bypass graft (CABG),47,70.0,Y
1124094503,7618932666,LAMAR,DANIEL,S,JR.,Hip replacement,31,65.0,Y
1124094503,7618932666,LAMAR,DANIEL,S,JR.,Knee replacement,133,90.0,Y
1124096060,3274502513,LEWIS,BERTRAM,A,JR.,Prostate resection,31,75.0,Y
1124136452,648450346,BEDINGFIELD,JAMES,ANDREW,JR.,Colonoscopy,256,83.0,Y
1124136452,648450346,BEDINGFIELD,JAMES,ANDREW,JR.,Hernia repair (minimally invasive),14,70.0,Y
1124136452,648450346,BEDINGFIELD,JAMES,ANDREW,JR.,Mastectomy,18,69.0,Y
1124171798,6507945524,KEATOR,RANDALL,D,II,Cataract surgery,53,46.0,Y
1124175286,8224221478,TUCKER,WILLIAM,F,JR.,Hip replacement,65,83.0,Y
1124175286,8224221478,TUCKER,WILLIAM,F,JR.,Knee replacement,131,90.0,Y
1124280862,8820237274,LANE,PAUL,D,JR.,Spinal fusion,59,84.0,Y
1124290275,6608048517,GUNTER,JOSEPH,W,III,Colonoscopy,198,74.0,Y
1124290416,4385768480,SRYGLEY,FLETCHER,DOUGLAS,IV,Colonoscopy,221,78.0,Y
1124323837,4587803515,MCCORMACK,DANIEL,R,JR.,Cataract surgery,766,92.0,Y
1124345574,5496045387,MCMASTER,WILLIAM,GOURDIN,JR.,Coronary artery bypass graft (CABG),24,43.0,Y
1124381751,9032442199,GODLEY,ROBERT,W,II,Coronary angioplasty and stenting,85,89.0,Y
1124408802,1254750474,SERNIAK,NICHOLAS,J,III,Colonoscopy,96,52.0,Y
1134103195,7911042262,LYDAY,WILLIAM,DAVIE,II,Colonoscopy,34,33.0,Y
1134104847,7810982956,TUCKER,PAUL,ANTHONY,II,Coronary angioplasty and stenting,20,36.0,Y
1134104847,7810982956,TUCKER,PAUL,ANTHONY,II,Pacemaker insertion or repair,11,63.0,Y
1134109804,3678515731,CASEY,MICHAEL,T,JR.,Knee replacement,86,80.0,Y
1134114572,6800867581,CARTY,JAMES,B,JR.,Cataract surgery,69,49.0,Y
1134116189,8022013259,MINARDI,ANDREW,JOSEPH,JR.,Colonoscopy,102,53.0,Y
1134129216,8123103769,EDWARDS,WILLIE,STANLEY,JR.,Spinal fusion,81,91.0,Y
1134142334,9537126032,JOHNSON,MATHEW,B,JR.,Hernia repair – groin (open),13,83.0,Y
1134142334,9537126032,JOHNSON,MATHEW,B,JR.,Hernia repair (minimally invasive),11,62.0,Y
1134142334,9537126032,JOHNSON,MATHEW,B,JR.,Mastectomy,21,72.0,Y
1134149255,6901701325,JONES,MARTIN,P,JR.,Spinal fusion,168,99.0,Y
1134161136,3274593959,DEAROLF,WALTER,W,III,Hip replacement,15,48.0,Y
1134161136,3274593959,DEAROLF,WALTER,W,III,Knee replacement,49,62.0,Y
1134188774,8022922418,SCHLECTE,MARVIN,C,JR.,Cataract surgery,21,39.0,Y
1134189822,7911923636,ROONEY,RICHARD,C,JR.,Knee replacement,16,35.0,Y
1134189822,7911923636,ROONEY,RICHARD,C,JR.,Spinal fusion,16,52.0,Y
1134191273,8527053032,HARRIS,CHARLES,WALKER,JR.,Coronary angioplasty and stenting,83,88.0,Y
1134204852,42245185,MYERS,WILLIAM,J,JR.,Colonoscopy,14,24.0,Y
1134226863,4587714183,QUINIUS,HERMAN,J,III,Cataract surgery,37,43.0,Y
1134281843,1557413473,O'TOOLE,TERRANCE,MICHAEL,JR.,Colonoscopy,311,89.0,Y
1134330822,6204092489,WEEKS,ERNEST,S,JR.,Colonoscopy,251,82.0,Y
1134380496,7810133584,TERRY,WILLIAM,J,JR.,Prostate resection,17,50.0,Y
1134399744,9739378514,SCOTT,WILLIAM,H.,JR.,Hernia repair (minimally invasive),38,94.0,Y
1134476260,1052666898,CATLETT,GREGORY,E,JR.,Hip replacement,52,78.0,Y
1134476260,1052666898,CATLETT,GREGORY,E,JR.,Knee replacement,98,83.0,Y
1134547979,7618198011,CRUZ,C IVAN,E T,JR.,Colonoscopy,12,23.0,Y
1144200031,4880666031,ENNIS,FRANCIS,A,JR.,Hip replacement,37,69.0,Y
1144200031,4880666031,ENNIS,FRANCIS,A,JR.,Knee replacement,104,84.0,Y
1144200486,9931000452,HENJUM,STANLEY,C,II,Pacemaker insertion or repair,45,82.0,Y
1144219445,5092701367,LAGO,CHARLES,P,SR.,Colonoscopy,64,43.0,Y
1144233123,4082701966,HAYDEL,HENRY,L,II,Hip replacement,11,42.0,Y
1144233123,4082701966,HAYDEL,HENRY,L,II,Knee replacement,51,63.0,Y
1144252776,3072526425,SCHMIDT,WILLIAM,R,II,Coronary angioplasty and stenting,57,76.0,Y
1144257155,9537172960,TUTELA,ARTHUR,C,II,Cataract surgery,119,55.0,Y
1144269978,2365439494,DAVIS,LEE,ANDREW,JR.,Coronary angioplasty and stenting,31,51.0,Y
1144270042,9931143344,WONG,WILLIAM,K,JR.,Cataract surgery,298,72.0,Y
1144283805,2163335191,WEATHERS,LUTHER,BASEL,III,Coronary angioplasty and stenting,17,32.0,Y
1144283805,2163335191,WEATHERS,LUTHER,BASEL,III,Pacemaker insertion or repair,24,72.0,Y
1144286139,1658495155,GUTTMAN,RICHARD,THEODORE,JR.,Colonoscopy,158,66.0,Y
1144286774,9537071931,MCDONALD,WILLIAM,G,III,Knee replacement,22,41.0,Y
1144292368,6406038173,BEVANS,DAVID,WILSON,III,Hernia repair – groin (open),21,92.0,Y
1144292566,8123911492,BURCHFIELD,JOHN,C,II,Cataract surgery,166,60.0,Y
1144293598,5597732511,GRIFFITH,WILLIAM,A,JR.,Hernia repair (minimally invasive),15,72.0,Y
1144338161,6406837095,SMITH,WILLIAM,T,IV,Pacemaker insertion or repair,114,96.0,Y
1144431552,7911081914,SANDERSON,ANDREW,K,II,Colonoscopy,77,47.0,Y
1144454349,8426950114,SCHUTT,ROBERT,C,III,Coronary angioplasty and stenting,20,36.0,Y
1144464942,8527221779,BODKIN,JOHN,JOSEPH,III,Prostate resection,58,94.0,Y
1144487281,4183858863,WENNER,DONALD,EDWARD,III,Prostate resection,25,67.0,Y
1144544164,2961705736,DAUGHERTY,RAY,SCOTT,JR.,Colonoscopy,51,40.0,Y
1144546110,8123394384,BERRY,JOHN,S.,IV,Colonoscopy,14,24.0,Y
1154304574,7416955224,BUCHNER,WILLIAM,F.,JR.,Colonoscopy,306,88.0,Y
1154315018,648351502,PECTOL,RICHARD,WESLEY,JR.,Hip replacement,13,46.0,Y
1154315018,648351502,PECTOL,RICHARD,WESLEY,JR.,Knee replacement,52,64.0,Y
1154315695,6204720576,BREWINGTON,KENNETH,CARL,II,Spinal fusion,32,67.0,Y
1154317055,446280440,MILES,ROBERT,D,JR.,Pacemaker insertion or repair,12,64.0,Y
1154326122,244277754,WITTPENN,JOHN,R,JR.,Cataract surgery,357,76.0,Y
1154338564,4688614407,BARRIDO,DANIEL,T,JR.,Colonoscopy,186,72.0,Y
1154339414,9436185485,BRIDGERS,DAVID,IRWIN,III,Colonoscopy,331,90.0,Y
1154356236,2961447255,CAPRISE,PETER,A,JR.,Hip replacement,89,90.0,Y
1154356236,2961447255,CAPRISE,PETER,A,JR.,Knee replacement,141,91.0,Y
1154362077,5496829467,OVERLEASE,JAMES,R,III,Cataract surgery,306,72.0,Y
1154373322,6608903125,KLAUS,NELSON,C,III,Cataract surgery,358,76.0,Y
1154382612,7810905338,ROBERTSON,THOMAS,J,JR.,Cataract surgery,1931,99.0,Y
1154395432,648314476,MCCOWN,ROGER,L,II,Hip replacement,53,78.0,Y
1154395432,648314476,MCCOWN,ROGER,L,II,Knee replacement,156,93.0,Y
1154395879,4486692753,BARRITT,ALFRED,S,IV,Colonoscopy,15,25.0,Y
1154397479,8729064431,YATES,ADOLPH,JOSEPH,JR.,Knee replacement,42,58.0,Y
1154409464,8729066626,CARBONELL,ALFREDO,MAXIMILIANO,II,Hernia repair (minimally invasive),33,92.0,Y
1154412005,8123026432,CANOS,RODOLFO,J,IV,Colonoscopy,61,43.0,Y
1154412005,8123026432,CANOS,RODOLFO,J,IV,Hernia repair (minimally invasive),22,83.0,Y
1154439149,2062403793,FORRESTER,JAMES,SUMMERS,JR.,Pacemaker insertion or repair,63,87.0,Y
1154477511,7719884519,KILWAY,JAMES,B,II,Hernia repair – groin (open),15,86.0,Y
1154477511,7719884519,KILWAY,JAMES,B,II,Mastectomy,23,74.0,Y
1154497717,7113969296,SCHMIDT,FRANK,E,JR.,Coronary artery bypass graft (CABG),17,34.0,Y
1154527851,446341689,CARUANA,ALBERT,G,JR.,Cataract surgery,258,69.0,Y
1154557601,9830091529,MUELLER,GEORGE,H,III,Coronary angioplasty and stenting,66,81.0,Y
1154587426,1759504897,WILLIAMS,KIM,A,JR.,Spinal fusion,38,72.0,Y
1154677755,5092007591,DUGAN,JOHN,THOMAS,III,Colonoscopy,329,90.0,Y
1154685097,6204072317,KAPURCH,JOSEPH,R,II,Spinal fusion,40,73.0,Y
1154711513,4183910664,BUSTAMANTE,EDUARDO,A,JR.,Cataract surgery,344,75.0,Y
1164400602,9032292164,RITCHIE,WILLIAM,L,IV,Knee replacement,14,33.0,Y
1164421673,1456310432,JACKSON,FRANK,WILSON,III,Colonoscopy,251,82.0,Y
1164423380,648371864,RITTER,RAYMOND,A,III,Hip replacement,77,87.0,Y
1164423380,648371864,RITTER,RAYMOND,A,III,Knee replacement,69,73.0,Y
1164424529,6507841533,BROWN,JOHN,M,III,Coronary artery bypass graft (CABG),103,96.0,Y
1164430187,7113951047,CARTER,HARVEY,LEE,III,Cataract surgery,267,69.0,Y
1164432357,244258671,JACKSON,RICHARD,BLAIR,JR.,Colonoscopy,102,53.0,Y
1164463725,7618879453,FUMO,DAVID,EUGENE,SR.,Colonoscopy,280,86.0,Y
1164484283,6103858345,DEAL,CLIFFORD,L,III,Hernia repair (minimally invasive),27,88.0,Y
1164484283,6103858345,DEAL,CLIFFORD,L,III,Mastectomy,24,75.0,Y
1164489753,2961527510,PERRY,JOHN,N.,JR.,Colonoscopy,164,68.0,Y
1164506572,6204926587,BRITTON,CARL,L,JR.,Prostate resection,21,59.0,Y
1164593471,8224104815,POLLOCK,SAMUEL,BAKER,JR.,Coronary artery bypass graft (CABG),90,94.0,Y
1164624573,9032388830,MCGOWAN,JOHN,BRADLEY,JR.,Spinal fusion,17,53.0,Y
1164738555,7911130737,HULSEN,JOHN,H,III,Mastectomy,16,66.0,Y
1164740627,1355653734,PROHASKA,MATTHEW,G.,JR.,Hip replacement,12,44.0,Y
1174500276,9739243858,BOYLE,AUSTIN,J,III,Hip replacement,21,56.0,Y
1174500276,9739243858,BOYLE,AUSTIN,J,III,Knee replacement,30,49.0,Y
1174506869,6305733239,HASTINGS,JOHN,C,III,Coronary artery bypass graft (CABG),85,93.0,Y
1174516876,1153309166,VISSERS,CHRISTIAN,F,JR.,Knee replacement,13,32.0,Y
1174525117,5496651275,PICKLE,JACOB,HARRY,IV,Colonoscopy,397,94.0,Y
1174529200,2668460502,DAMORE,LAWRENCE,J,II,Hernia repair – groin (open),26,95.0,Y
1174529200,2668460502,DAMORE,LAWRENCE,J,II,Hernia repair (minimally invasive),59,98.0,Y
1174530075,2264456821,MOORE,JOHN,R,IV,Hip replacement,154,98.0,Y
1174530075,2264456821,MOORE,JOHN,R,IV,Knee replacement,285,99.0,Y
1174531586,3577667161,SUMNER,WILLIAM,EVANS,III,Mastectomy,17,67.0,Y
1174550917,7618946054,ZOLLER,JOHN,H,III,Hip replacement,72,85.0,Y
1174550917,7618946054,ZOLLER,JOHN,H,III,Knee replacement,77,76.0,Y
1174552004,6204877517,MCELDERRY,HUGH,T,JR.,Pacemaker insertion or repair,71,90.0,Y
1174565709,2567480239,LITTLE,JESSE,SAMUEL,JR.,Prostate resection,27,70.0,Y
1174580773,8325011919,BARTH,CHARLES,W,III,Coronary angioplasty and stenting,57,76.0,Y
1174593164,7315071388,SALVANT,JACKSON,B.,JR.,Spinal fusion,44,76.0,Y
1174622120,8224082516,SLABAUGH,THOMAS,K,JR.,Prostate resection,70,96.0,Y
1174630297,1759299936,WHALEY,DAVID,GLENN,JR.,Colonoscopy,16,25.0,Y
1174644314,1557457744,MCPHAIL,ERNEST,FREDERICK,III,Prostate resection,20,57.0,Y
1174684690,5890718480,GILBERT,THOMAS,P,SR.,Colonoscopy,106,55.0,Y
1174710545,7618035775,MAYLE,ROBERT,E,JR.,Hip replacement,199,99.0,Y
1174710545,7618035775,MAYLE,ROBERT,E,JR.,Knee replacement,141,91.0,Y
1174718431,6103068697,MAYORGA,CHRISTIAN,A,JR.,Colonoscopy,48,38.0,Y
1174759203,5092992032,SATTERLY,THOMAS,F,III,Knee replacement,14,33.0,Y
1174878052,3274782404,NAIL,JOHN,P,JR.,Cataract surgery,20,38.0,Y
1184606410,6800078197,STINE,LESTER,EDWARD,JR.,Colonoscopy,361,92.0,Y
1184608937,6901939008,NICHOLSON,GEORGE,BRYAN,JR.,Mastectomy,51,90.0,Y
1184620403,2365486396,FECHT,WILLIAM,J,JR.,Colonoscopy,187,72.0,Y
1184624140,9537109327,TIENG,EDWARD,B,JR.,Prostate resection,16,48.0,Y
1184636003,3173437936,GRIGSBY,CHARLES,G,JR.,Coronary angioplasty and stenting,93,91.0,Y
1184636003,3173437936,GRIGSBY,CHARLES,G,JR.,Pacemaker insertion or repair,54,85.0,Y
1184654592,648215921,HARPER,HOWARD,C,III,Hernia repair – groin (open),13,83.0,Y
1184671075,840108023,LOWDER,CLAYTON,RALPH,III,Colonoscopy,29,31.0,Y
1184671398,7810022472,KUWAMURA,FRANK,K,III,Spinal fusion,55,82.0,Y
1184671927,5890788459,FRANKUM,CHARLES,E,JR.,Colonoscopy,29,31.0,Y
1184684334,4082625280,HESTER,ROLAND,A,IV,Hip replacement,26,61.0,Y
1184684334,4082625280,HESTER,ROLAND,A,IV,Knee replacement,80,77.0,Y
1184688798,4688588106,LATAIF,LOUIS,EDWARD,JR.,Colonoscopy,571,98.0,Y
1184689200,6406810274,WIRZ,RICHARD,L,JR.,Colonoscopy,52,40.0,Y
1184689200,6406810274,WIRZ,RICHARD,L,JR.,Hernia repair (minimally invasive),37,94.0,Y
1184689200,6406810274,WIRZ,RICHARD,L,JR.,Mastectomy,31,81.0,Y
1184701377,941391825,KATOPES,CHARLES,PETER,III,Colonoscopy,259,83.0,Y
1184717902,3274626379,TOJINO,CONRADO,NERI,JR.,Prostate resection,12,38.0,Y
1184729170,4981658747,CARIDA,ROBERT,V,II,Coronary angioplasty and stenting,164,98.0,Y
1184729386,2961442389,WEIGAND,TRUMAN,F,JR.,Colonoscopy,133,61.0,Y
1184988594,5597083998,WHATLEY,JAMES,ZEBEDEE,IV,Colonoscopy,177,70.0,Y
1194709675,3274673967,JOHNSON,ATLEE,ROLLINS,III,Prostate resection,17,50.0,Y
1194726836,5597768135,MAY,CARL,J,JR.,Cataract surgery,916,94.0,Y
1194727461,446311773,COLVERT,JAMES,R,III,Prostate resection,25,67.0,Y
1194745893,2567645252,HOOTEN,JAMES,PHILMON,JR.,Hip replacement,33,66.0,Y
1194745893,2567645252,HOOTEN,JAMES,PHILMON,JR.,Knee replacement,114,87.0,Y
1194751982,7810974664,ZIZZI,HENRY,C,III,Colonoscopy,15,25.0,Y
1194752246,4880698653,BUTLER,ROBERT,ALLEN,II,Hip replacement,30,64.0,Y
1194752246,4880698653,BUTLER,ROBERT,ALLEN,II,Knee replacement,20,39.0,Y
1194754317,8325055486,ASKEW,ROBERT,E,JR.,Hernia repair – groin (open),12,81.0,Y
1194754317,8325055486,ASKEW,ROBERT,E,JR.,Hernia repair (minimally invasive),38,94.0,Y
1194754317,8325055486,ASKEW,ROBERT,E,JR.,Mastectomy,11,56.0,Y
1194755728,7012910003,LOWE,DOUGLAS,L,II,Colonoscopy,279,85.0,Y
1194764753,5597799387,EMLICH,WILLIAM,F,JR.,Colonoscopy,242,81.0,Y
1194775932,6305880154,GRUNDY,JOHN,P,III,Cataract surgery,308,73.0,Y
1194786640,4789820267,LAMBERT,EDWARD,W,III,Hip replacement,111,94.0,Y
1194786640,4789820267,LAMBERT,EDWARD,W,III,Knee replacement,108,85.0,Y
1194788687,2264557255,BROOKS,JAMES,G,JR.,Cataract surgery,715,91.0,Y
1194818567,840384491,LOUIS,LOUIS,B,IV,Coronary artery bypass graft (CABG),13,29.0,Y
1194832709,5597679134,HADNOTT,WILLIAM,H,III,Hip replacement,15,48.0,Y
1194832709,5597679134,HADNOTT,WILLIAM,H,III,Knee replacement,36,53.0,Y
1194846097,6709074412,PRICE,JULIAN,P,JR.,Spinal fusion,118,96.0,Y
1194854323,1456509728,BRADLEY,JOEL,F.,III,Hernia repair (minimally invasive),37,94.0,Y
1194974816,1254553613,ROYALS,CHESTER,THEO,JR.,Hernia repair (minimally invasive),11,62.0,Y
1205045424,8820186562,FAHRBACH,JOHN,G,IV,Spinal fusion,25,61.0,Y
1205070901,8820234446,HOWELL,ROBERT,EDGAR,III,Hip replacement,146,97.0,Y
1205070901,8820234446,HOWELL,ROBERT,EDGAR,III,Knee replacement,196,96.0,Y
1205078649,547561870,HERNANDEZ,LUIS,OSCAR,III,Colonoscopy,62,43.0,Y
1205151834,2769623321,HALL,HURST,M,III,Coronary angioplasty and stenting,17,32.0,Y
1205195641,4082855374,JONES,THOMAS,W,III,Cataract surgery,557,86.0,Y
1205362571,4183020365,GANNON,EDWIN,WENDELL,III,Cataract surgery,245,67.0,Y
1205804952,6507828696,MACMILLAN,FRANCIS,P,JR.,Colonoscopy,210,76.0,Y
1205805389,7517911993,OAKMAN,JAMES,HOWARD,JR.,Cataract surgery,271,70.0,Y
1205812856,5991617623,RANESES,RAMON,C,JR.,Coronary angioplasty and stenting,18,33.0,Y
1205815743,2365517810,SCHULZE,RICHARD,R,JR.,Cataract surgery,973,95.0,Y
1205819034,2567596489,HARTMAN,CHARLES,R,JR.,Hernia repair – groin (open),15,86.0,Y
1205819489,9638101595,YANIK,GEORGE,M,JR.,Cataract surgery,102,53.0,Y
1205834686,8729980784,KISSEL,EDWARD,U,III,Hip replacement,50,77.0,Y
1205834686,8729980784,KISSEL,EDWARD,U,III,Knee replacement,104,84.0,Y
1205846482,6103905021,ROMANICK,PETER,C,SR.,Hip replacement,46,75.0,Y
1205846482,6103905021,ROMANICK,PETER,C,SR.,Knee replacement,126,89.0,Y
1205881398,5092779371,THOMAS,CARLTON,W,JR.,Colonoscopy,185,72.0,Y
1205888526,3173600996,WIDMAIER,JAMES,C,JR.,Hip replacement,47,75.0,Y
1205896727,4284628736,SUTLIFF,VINCENT,E,III,Colonoscopy,35,34.0,Y
1205903408,3072604602,WHEELESS,CLIFFORD,ROBERT,III,Hip replacement,30,64.0,Y
1205903408,3072604602,WHEELESS,CLIFFORD,ROBERT,III,Knee replacement,64,71.0,Y
1205948254,2365543550,HALTOM,JOHN,D,JR.,Hip replacement,18,52.0,Y
1205948254,2365543550,HALTOM,JOHN,D,JR.,Knee replacement,53,65.0,Y
1205997160,6709800709,HARTON,PAUL,JAMES,JR.,Cataract surgery,1065,96.0,Y
1215013297,2264448075,FERGUSON,OTIS,B,III,Cataract surgery,146,58.0,Y
1215101092,5294978417,IKARD,STEPHEN,THOMAS,JR.,Knee replacement,17,36.0,Y
1215112065,7012804297,SWEENEY,BRIAN,F,JR.,Colonoscopy,214,77.0,Y
1215179452,244457273,DORSEY,PHILIP,J,JR.,Prostate resection,25,67.0,Y
1215900949,1355357641,HALL,FREDERICK,D,III,Cataract surgery,333,74.0,Y
1215904974,1951499581,HESTER,RALPH,B,III,Cataract surgery,587,87.0,Y
1215909627,840229555,MCDONALD,ALLEN,P,III,Hip replacement,113,94.0,Y
1215909627,840229555,MCDONALD,ALLEN,P,III,Knee replacement,118,87.0,Y
1215917778,5496796112,HALE,WILLIAM,J,II,Knee replacement,29,48.0,Y
1215920236,244138881,SHELY,WILLIAM,W,III,Coronary artery bypass graft (CABG),41,63.0,Y
1215962170,5395798847,MULLIS,EARL,N,JR.,Hernia repair – groin (open),23,94.0,Y
1215963384,2264412378,GUNNETT,WILLIAM,M,II,Hip replacement,79,87.0,Y
1215963384,2264412378,GUNNETT,WILLIAM,M,II,Knee replacement,97,83.0,Y
1215968425,5991783409,HARRAL,RUSSELL,L,III,Cataract surgery,802,92.0,Y
1215972559,7315942513,EMERSON,ROGER,HILL,JR.,Hip replacement,109,94.0,Y
1215972559,7315942513,EMERSON,ROGER,HILL,JR.,Knee replacement,250,98.0,Y
1215982673,5698728160,FITZSIMMONS,PATRICK,J,II,Coronary angioplasty and stenting,32,52.0,Y
1215995386,9133169394,BISHER,EDWARD,WESLEY,III,Coronary angioplasty and stenting,19,35.0,Y
1225028624,8022095876,IZZO,DOMENIC,C,JR.,Cataract surgery,434,81.0,Y
1225033350,648348573,MATHIS,JAMES,EDWARD,JR.,Hip replacement,32,66.0,Y
1225033350,648348573,MATHIS,JAMES,EDWARD,JR.,Knee replacement,76,76.0,Y
1225074511,9436152287,PORTER,MICHAEL,J,JR.,Pacemaker insertion or repair,46,82.0,Y
1225075815,5193756641,ROBINSON,JOE,S,JR.,Spinal fusion,13,48.0,Y
1225076078,6103887476,REED,DONALD,NORRIS,JR.,Spinal fusion,112,96.0,Y
1225084668,1456363696,MAZZAFERRI,ERNEST,L,JR.,Coronary angioplasty and stenting,44,65.0,Y
1225089030,8123194370,ALISON,WILLIAM,E,JR.,Mastectomy,32,82.0,Y
1225092992,8426960071,BLILEY,ROY,C,III,Coronary angioplasty and stenting,12,25.0,Y
1225094436,5597710004,GILMAN,ALBERT,F,IV,Colonoscopy,92,51.0,Y
1225094436,5597710004,GILMAN,ALBERT,F,IV,Hernia repair – groin (open),11,79.0,Y
1225097512,8426198227,CASANOVA,ROBERT,T,JR.,Cataract surgery,477,83.0,Y
1225185010,3971769134,LAWSON,GEORGE,A,III,Mastectomy,28,79.0,Y
1225249105,6406010115,COLE,PHILIP,ANTHONY,II,Colonoscopy,118,57.0,Y
1225249253,1456482314,HOOKS,WILLIAM,B,III,Hernia repair (minimally invasive),21,82.0,Y
1235121658,9537201017,PUMPELLY,ROBERT,A,IV,Colonoscopy,34,33.0,Y
1235129552,4789580119,BAKER,DAVID,L,JR.,Cataract surgery,1304,97.0,Y
1235130956,3476541913,SMITH,DONALD,A,JR.,Cataract surgery,420,80.0,Y
1235132465,4183700347,REYNOLDS,FLETCHER,A,III,Hip replacement,11,42.0,Y
1235132465,4183700347,REYNOLDS,FLETCHER,A,III,Knee replacement,72,74.0,Y
1235146192,5092712174,ROBINSON,GROVER,C,IV,Cataract surgery,424,80.0,Y
1235152828,8921006669,TREEN,DAVID,C,JR.,Hernia repair – groin (open),15,86.0,Y
1235159708,648234724,LEONI,RICARDO,R,II,Cataract surgery,492,83.0,Y
1235172230,2567404353,FOSTER,JAMES,L,JR.,Coronary artery bypass graft (CABG),70,87.0,Y
1235179391,7214958719,LEHMAN,ROBERT,D,JR.,Cataract surgery,130,56.0,Y
1235186677,8820982234,BRANIGAN,EDWARD,STEPHEN,III,Cataract surgery,96,52.0,Y
1235190091,1355334533,ROSSARIO,EDWARD,J,JR.,Hip replacement,21,56.0,Y
1235190091,1355334533,ROSSARIO,EDWARD,J,JR.,Knee replacement,90,81.0,Y
1235192451,1153234828,DIMAR,JOHN,R,II,Spinal fusion,89,93.0,Y
1235198995,4486647088,GERING,PAUL,C,JR.,Colonoscopy,22,28.0,Y
1235217456,8022903277,ROBERTS,MELVILLE,PARKER,III,Colonoscopy,130,60.0,Y
1235222597,5092795799,PAUL,ALFRED,A,JR.,Cataract surgery,24,40.0,Y
1235225111,749256220,CUMMINGS,GEORGE,W,III,Colonoscopy,198,74.0,Y
1235225111,749256220,CUMMINGS,GEORGE,W,III,Hernia repair (minimally invasive),27,88.0,Y
1235291576,9830122308,RUBINSTEIN,RICHARD,A,JR.,Knee replacement,126,89.0,Y
1235348004,9032281845,GALYSH,ROMAN,L,JR.,Colonoscopy,350,92.0,Y
1235432527,6002110004,MARSANO,JOSEPH,G,III,Colonoscopy,179,71.0,Y
1235454638,3678873353,GOSTHE,RAUL,GUSTAVO,JR.,Hip replacement,78,87.0,Y
1235454638,3678873353,GOSTHE,RAUL,GUSTAVO,JR.,Knee replacement,62,70.0,Y
1235475476,8729225594,GORMAN,RICHARD,JOHN,JR.,Spinal fusion,67,87.0,Y
1235576356,7416256706,LONG,SAMUEL,E,III,Colonoscopy,46,38.0,Y
1245203629,547285181,WILSON,WILLIAM,R,JR.,Coronary artery bypass graft (CABG),14,30.0,Y
1245215110,6901818897,PRESTIANO,ROBERT,A,JR.,Colonoscopy,61,43.0,Y
1245217702,1850466954,LINER,FRED,J,JR.,Colonoscopy,101,53.0,Y
1245217702,1850466954,LINER,FRED,J,JR.,Hernia repair (minimally invasive),22,83.0,Y
1245218510,6507762390,PERRY,ARCHIE,C,JR.,Spinal fusion,44,76.0,Y
1245240290,749243343,ANDERSON,JAMES,E,JR.,Coronary artery bypass graft (CABG),36,57.0,Y
1245258789,3577551902,PETERS,WALTER,J,JR.,Cataract surgery,1089,96.0,Y
1245278068,1355238890,BOLING,RICHARD,C,II,Cataract surgery,716,91.0,Y
1245299551,9335039106,JENNINGS,RICHARD,H,III,Hernia repair – groin (open),12,81.0,Y
1245307479,4486700176,FRINK,SPENCER,J,SR.,Hip replacement,17,51.0,Y
1245328871,4789679614,PETELIN,PAUL,M,JR.,Cataract surgery,1883,99.0,Y
1245329127,345391884,HULSE,RONALD,S,III,Coronary angioplasty and stenting,27,46.0,Y
1245341726,1254308885,JONES,WILLIAM,H,III,Coronary angioplasty and stenting,19,35.0,Y
1245458082,7012165988,CASILLAS,MARK,A,JR.,Colonoscopy,111,56.0,Y
1245625151,4880962083,HERLIHY,JOHN,DANIEL,IV,Colonoscopy,195,74.0,Y
1255300919,446269997,PLECHA,STANLEY,L,JR.,Cataract surgery,123,55.0,Y
1255307575,6507845898,GOLDING,JOHN,V,III,Coronary angioplasty and stenting,14,28.0,Y
1255324240,446376750,MURRAH,WILLIAM,FITZHUGH,III,Cataract surgery,13,35.0,Y
1255334512,9335048354,GUIDER,BENJAMIN,ALFRED,JR.,Colonoscopy,71,45.0,Y
1255335907,1052361573,ELMER,THOMAS,R,JR.,Cataract surgery,571,86.0,Y
